AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,71.9,40.0,21.2,110.1,165.4,98.7,36.3,54.1
Cash_from_Operations,33.2,-16.2,105.8,203.9,232.4,-2.9,5.1,152.0
Diluted_EPS,0.43,-0.408,-3.341,0.027,0.344,-0.158,-0.015,0.0
Goodwill_Intangibles,138.8,108.5,116.1,403.9,422.2,429.5,23.8,170.6
LT_Debt,16.0,0.0,0.1,0.1,45.0,75.0,0.0,245.3
Net_Income,48.3,-42.2,-338.7,2.8,36.5,-16.8,-1.0,0.0
Revenue,1387.4,764.6,605.1,1291.6,1528.9,692.5,302.4,535.6
Shares_Diluted,112.2098,103.4966,101.3799,104.478,106.2332,106.3545,69.2405,69.2405
Total_Assets,1222.9,950.2,875.4,1347.6,1360.6,1356.4,405.1,650.2
Total_Liabilities,456.9,358.1,282.3,410.4,527.7,699.7,292.4,333.1
