AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,32.8,62.0,48.0,148.8,218.2,164.0,383.4,438.5
Cash_from_Operations,366.5,474.3,445.9,282.0,320.9,487.9,584.3,775.3
Diluted_EPS,-0.845,-0.212,-0.26,-1.549,-1.206,-2.426,-0.237,1.1
Goodwill_Intangibles,709.2,659.8,761.3,635.5,806.3,856.6,1018.9,881.7
LT_Debt,118.5,792.2,1200.6,1175.3,1132.0,1099.9,1160.1,1019.6
Net_Income,-321.5,-71.7,-87.9,-523.4,-293.9,-527.9,-50.9,238.3
Revenue,473.2,930.8,874.3,838.8,764.3,961.9,1453.8,1501.6
Shares_Diluted,380.5108,338.6121,338.6091,337.8944,243.6436,217.5913,214.8807,216.68
Total_Assets,2093.8,2301.7,2384.8,2482.8,2817.0,2914.1,3563.0,3544.3
Total_Liabilities,1697.4,1664.6,1663.0,1603.3,1457.6,1450.4,1661.4,1478.7
