AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013
Capital_Expenditures,0.1,0.1,0.5,0.1,0.5,,0.0,0.1,0.2,
Cash_from_Operations,-3.4,-4.1,-3.3,-5.7,-0.3,-0.2,-0.4,-0.4,-0.2,0.0
Diluted_EPS,-0.003,0.001,-0.082,-4.795,-5.754,-1.373,-11.799,-9.539,-3.132,-0.3670000000000001
Goodwill_Intangibles,6.7,2.2,,0.0,9.3,,0.0,0.0,0.0,0.0
LT_Debt,0.8,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Net_Income,-8.5,3.6,-62.0,-45.8,-14.5,-0.7,-1.3,-1.0,-0.3,0.0
Revenue,7.7,5.5,25.8,31.4,13.6,1.3,,,,
Shares_Diluted,3359.983,3728.17,751.823,9.5612,2.5161,0.5425,0.1071,0.1052,0.093,0.0424
Total_Assets,21.3,9.5,3.5,4.3,7.2,0.4,0.0,0.8,0.5,0.0
Total_Liabilities,15.8,1.0,19.5,17.2,14.9,1.1,0.2,0.2,0.1,0.1
