AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,2.6,7.7,10.2,120.7,40.3,28.5,1.5
Cash_from_Operations,2.5,0.2,-2.1,16.8,15.8,20.0,38.2
Diluted_EPS,-0.009,-0.015,-0.038,0.006,0.029,0.201,-0.074
Goodwill_Intangibles,,0.0,0.0,1.3,0.4,0.6,3.3
LT_Debt,61.7,62.1,82.8,93.2,35.0,55.3,167.5
Net_Income,-7.7,-13.0,-33.6,4.8,24.9,174.0,-63.9
Revenue,31.4,28.6,28.9,37.4,43.5,55.5,91.5
Shares_Diluted,885.54,881.388,879.1513,875.3138,871.1779,867.6876,864.6548
Total_Assets,315.1,321.0,356.1,400.2,336.0,329.6,512.6
Total_Liabilities,74.8,74.5,98.9,109.7,51.9,71.5,429.3
