AAII_YR_DATA,10/31/2022,10/31/2021,10/31/2020,10/31/2019,12/05/2018,12/31/2017
Capital_Expenditures,101.9,62.8,39.3,36.2,,
Cash_from_Operations,76.7,75.8,79.0,30.7,-1.5,-0.8
Diluted_EPS,0.491,-0.315,-1.198,-0.826,-1.023,-0.05
Goodwill_Intangibles,358.0,383.2,407.0,498.4,,
LT_Debt,370.6,369.4,344.3,361.4,0.0,0.0
Net_Income,26.9,-16.8,-63.2,-34.2,-7.1,-0.3
Revenue,401.3,315.8,304.3,283.0,,
Shares_Diluted,54.8513,53.4136,52.7529,41.4455,6.9564,6.4161
Total_Assets,887.5,792.7,773.8,871.4,239.3,236.3
Total_Liabilities,583.2,505.1,474.6,522.5,18.9,8.8
