AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,22.4,28.5,25.5,19.4,44.0,57.0,40.7,23.4
Cash_from_Operations,112.7,173.3,105.6,205.0,-27.9,213.6,302.6,263.3
Diluted_EPS,0.139,-2.239,1.032,1.1,-9.234,2.136,3.273,3.188
Goodwill_Intangibles,775.7,753.2,769.6,1121.6,1066.8,1602.8,1740.3,1905.7
LT_Debt,397.3,693.7,718.3,850.9,1060.9,993.8,976.6,965.1
Net_Income,5.9,-95.1,44.0,46.4,-381.8,87.5,134.5,131.0
Revenue,1350.6,1506.6,1593.9,1951.5,1996.0,2388.5,2769.6,2804.8
Shares_Diluted,42.554,42.465,42.633,42.183,41.345,40.96,41.096,41.096
Total_Assets,2098.5,2437.4,2551.8,2689.0,2603.2,3304.2,4028.1,4490.7
Total_Liabilities,1037.1,1575.0,1599.0,1746.9,1862.6,2045.1,2102.7,2251.8
