AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,55.9,55.0,39.5,35.7,25.1,30.4,17.2,25.5
Cash_from_Operations,226.5,239.6,223.4,180.8,143.5,133.3,142.1,203.7
Diluted_EPS,2.116,2.301,2.232,1.668,1.405,1.092,1.212,0.987
Goodwill_Intangibles,907.5,885.7,746.6,318.7,322.7,312.0,316.0,312.9
LT_Debt,297.3,296.5,0.0,0.0,542.9,93.0,101.3,113.2
Net_Income,218.6,234.3,221.3,153.0,132.7,127.5,116.8,94.1
Revenue,799.5,775.0,653.5,513.0,483.2,464.4,450.3,449.5
Shares_Diluted,103.305,101.811,99.135,91.755,94.455,116.75,96.302,95.33200000000001
Total_Assets,24081.2,21052.6,18001.5,15298.5,14724.4,13798.7,13326.4,13029.7
Total_Liabilities,21258.7,18367.6,15795.8,13585.0,13000.5,12143.2,11720.3,11516.6
