AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,87.9,74.9,15.6,21.7,2.0,53.6,508.1,138.3
Cash_from_Operations,87.9,58.8,26.8,9.8,18.4,19.4,-1.6,-1.3
Diluted_EPS,0.066,-0.373,-0.914,-0.424,-0.064,-0.265,-0.648,-2.562
Goodwill_Intangibles,85.1,84.0,82.2,128.1,1.6,4.1,13.1,3.9
LT_Debt,1068.4,873.9,718.0,712.7,406.1,396.8,320.8,23.0
Net_Income,6.0,-29.6,-54.5,-24.8,-3.7,-14.9,-26.1,-15.3
Revenue,212.6,168.8,124.0,109.5,80.4,76.1,45.4,17.9
Shares_Diluted,92.0564,79.4384,59.6164,58.3421,57.3442,56.0228,40.2605,5.9692
Total_Assets,1947.2,1618.3,1282.2,1311.4,796.4,817.5,752.6,193.4
Total_Liabilities,1206.9,1007.9,845.3,847.8,418.8,414.5,331.2,26.3
