AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,139.7,230.7,23.1,90.5,83.5,233.1,81.0,213.8,345.2,386.8
Cash_from_Operations,97.7,92.9,63.1,90.6,106.3,117.9,116.6,105.6,110.6,85.6
Diluted_EPS,0.894,0.747,-0.213,0.961,0.131,0.779,0.662,0.727,-0.136,0.061
Goodwill_Intangibles,42.1,39.9,28.4,36.4,46.5,61.6,74.5,90.9,79.1,69.6
LT_Debt,855.4,885.0,1028.6,931.7,964.1,1000.2,1022.3,1084.8,919.5,753.2
Net_Income,76.4,61.4,-17.1,84.3,10.5,61.9,52.6,57.4,-9.8,3.6
Revenue,217.7,213.5,191.7,234.1,260.6,265.1,260.9,251.8,218.4,170.1
Shares_Diluted,85.474,82.298,79.998,87.722,80.088,79.53,79.435,79.035,72.118,59.728
Total_Assets,1946.4,1902.1,1950.0,1918.6,1928.4,2030.4,2061.5,2136.1,1944.3,1652.2
Total_Liabilities,985.9,1025.1,1167.6,1090.3,1116.5,1166.1,1193.8,1253.7,1072.0,882.2
