AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0
Cash_from_Operations,-2.0,-3.5,-2.2,-2.9,-1.8,-2.5,-2.0,0.0,0.2,0.1
Diluted_EPS,-0.607,-0.813,-0.646,-1.714,-2.598,-12.767,-3.468,-3.001,-2.252,-3.27
Goodwill_Intangibles,0.1,0.1,0.2,0.2,0.3,0.3,0.3,1.1,3.7,3.8
LT_Debt,0.1,0.2,0.1,0.0,0.0,2.0,0.7,0.0,0.4,0.6
Net_Income,-4.4,-5.3,-3.5,-6.0,-6.5,-29.7,-5.9,-4.7,-3.1,-3.8
Revenue,0.2,0.0,0.1,0.2,0.4,0.7,0.7,0.9,1.2,0.7
Shares_Diluted,7.1983,6.4911,5.3777,3.5232,2.5062,2.3268,1.7025,1.5549,1.3888,1.1738
Total_Assets,0.8,0.8,1.8,3.9,0.6,0.3,0.5,1.4,4.1,4.4
Total_Liabilities,8.8,7.7,5.9,4.9,6.3,4.2,8.6,4.7,3.8,4.2
