AAII_YR_DATA,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013
Capital_Expenditures,8.0,2.8,0.8,0.1,0.1,0.0,0.0
Cash_from_Operations,-70.2,-29.9,-2.3,-0.4,-0.2,-0.2,0.0
Diluted_EPS,-0.467,-0.372,0.028,0.001,-0.008,-0.01,-0.003
Goodwill_Intangibles,55.4,56.8,40.4,2.4,2.4,,
LT_Debt,19.0,0.2,0.0,0.0,0.1,0.0,0.0
Net_Income,-39.6,-24.3,1.7,0.1,-0.3,-0.4,-0.1
Revenue,149.0,52.1,18.8,8.2,4.0,1.7,1.3
Shares_Diluted,84.88,65.336,58.4297,48.1099,42.7182,40.27,32.4
Total_Assets,159.2,108.6,45.7,5.6,3.7,0.4,0.2
Total_Liabilities,57.9,27.0,15.0,1.0,1.0,0.2,0.1
