AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017
Capital_Expenditures,0.0,0.0,14.1,48.4,95.6,40.5
Cash_from_Operations,-5.6,-15.5,7.8,-12.5,-16.6,-6.2
Diluted_EPS,1.699,-41.42,-120.653,-60.144,-47.436,-22.713
Goodwill_Intangibles,1.9,21.6,33.0,1.7,1.7,1.8
LT_Debt,0.0,73.0,66.1,60.7,23.5,25.9
Net_Income,116.2,-80.7,-217.4,-114.2,-90.1,-43.1
Revenue,92.5,146.9,171.2,174.9,126.1,74.1
Shares_Diluted,68.3895,1.9476,1.8015,1.8985,1.8985,1.8985
Total_Assets,13.5,53.5,120.6,255.1,252.5,160.7
Total_Liabilities,94.7,407.1,404.6,371.4,365.4,223.6
