AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016,01/31/2015,01/31/2014
Capital_Expenditures,2.0,0.8,1.7,1.0,3.1,0.9,0.4,0.8,0.9,0.8
Cash_from_Operations,-5.5,12.8,40.7,3.6,1.8,0.6,11.5,-0.5,2.9,-3.9
Diluted_EPS,0.242,1.412,4.34,0.408,0.179,0.057,0.531,0.531,1.328,-0.021
Goodwill_Intangibles,14.5,,0.9,0.9,0.9,0.9,0.9,1.0,1.5,2.4
LT_Debt,0.0,0.0,0.0,0.0,1.2,1.3,0.7,0.7,0.8,2.6
Net_Income,1.9,11.4,35.3,3.3,1.5,0.4,3.9,3.9,8.4,-0.1
Revenue,112.8,118.4,159.0,107.8,99.0,96.0,86.2,99.6,93.4,91.4
Shares_Diluted,7.738,8.0539,8.1412,8.037,8.1704,7.6916,7.3272,7.2543,6.3255,5.6892
Total_Assets,142.3,140.8,139.9,99.4,94.7,94.5,84.6,88.3,93.2,80.5
Total_Liabilities,22.3,15.7,17.0,14.4,11.5,11.7,13.0,20.7,30.0,36.0
