AAII_YR_DATA,02/28/2022,02/28/2021,02/29/2020,02/28/2019,02/28/2018
Capital_Expenditures,2.4,3.3,3.1,7.2,
Cash_from_Operations,-25.2,-34.2,-16.5,-38.3,
Diluted_EPS,-1.929,-1.725,-1.093,-1.202,-1.304
Goodwill_Intangibles,822.6,4.6,6.1,,
LT_Debt,280.7,0.0,21.1,19.2,15.9
Net_Income,-123.1,-50.7,-51.4,-56.5,-61.3
Revenue,310.0,170.4,132.5,94.8,76.8
Shares_Diluted,63.8233,29.3706,47.0013,47.0013,47.0013
Total_Assets,1285.5,475.5,73.2,65.8,47.1
Total_Liabilities,429.7,84.7,97.0,81.7,63.8
