AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,87.5,264.1,108.9,73.5,230.6
Cash_from_Operations,103.9,247.4,232.2,93.2,247.5
Diluted_EPS,-9.81,-2.155,1.289,0.031,-0.552
LT_Debt,1539.1,1612.9,367.0,367.2,0.0
Net_Income,-1290.1,-270.5,154.2,3.7,-72.4
Revenue,1595.4,1842.9,1295.1,982.7,1472.9
Shares_Diluted,131.512,125.514,119.645,119.645,131.0638
Total_Assets,2446.5,3756.1,2040.1,1839.1,
Total_Liabilities,2270.0,2301.7,814.8,768.7,
