AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,56.5,19.9,29.2
Cash_from_Operations,-93.3,-54.6,-23.7
Diluted_EPS,-1.706,-0.41,-0.231
Goodwill_Intangibles,0.9,,
LT_Debt,24.0,40.7,23.2
Net_Income,-276.6,-72.3,-40.7
Revenue,32.3,19.5,15.3
Shares_Diluted,162.1054,176.2738,176.2738
Total_Assets,473.9,181.8,102.9
Total_Liabilities,191.8,138.1,104.5
