AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,223.6,223.8,220.6,210.5,286.4,283.6,182.3,196.9
Cash_from_Operations,206.1,259.1,214.7,203.4,173.2,110.9,175.2,78.8
Diluted_EPS,-1.304,-1.528,-1.732,0.698,2.2,8.166,1.555,-1.581
Goodwill_Intangibles,309.6,315.9,325.1,283.3,14.3,14.5,15.9,106.1
LT_Debt,1949.9,1901.3,1909.6,1729.3,1199.1,1223.8,1689.4,2252.6
Net_Income,-66.0,-77.0,-80.2,29.6,92.6,343.3,65.2,-65.1
Revenue,1559.8,1536.7,1378.2,1065.7,1017.6,1167.8,1161.5,1073.4
Shares_Diluted,50.6,50.4,46.3,42.4,42.1,42.04,41.92,41.18
Total_Assets,2668.6,2653.8,2730.2,2187.6,1541.0,1446.4,1820.7,2107.3
Total_Liabilities,2859.7,2793.8,2805.2,2305.5,1662.7,1744.6,2469.2,2784.0
