AAII_YR_DATA,01/31/2023,01/31/2022,01/31/2021,01/31/2020,01/31/2019,01/31/2018,01/31/2017,01/31/2016
Capital_Expenditures,6.1,10.6,4.2,5.2,5.8,6.0,1.8,1.0
Cash_from_Operations,23.6,-3.5,-15.6,-10.9,-2.9,-13.6,0.1,-4.7
Diluted_EPS,-1.658,-1.362,-0.953,-0.849,-0.648,-0.543,-0.154,-0.145
Goodwill_Intangibles,181.5,169.7,179.7,31.7,7.3,2.0,0.0,
LT_Debt,0.0,0.0,0.0,1.7,2.2,3.7,3.9,0.0
Net_Income,-215.6,-171.1,-115.0,-95.9,-53.9,-53.7,-15.2,-14.3
Revenue,766.9,550.8,385.5,270.9,177.7,111.3,67.0,40.8
Shares_Diluted,130.071,125.632,120.663,112.991,83.141,98.8951,98.8951,98.8951
Total_Assets,1110.2,1002.8,911.8,797.7,308.7,116.6,56.3,
Total_Liabilities,624.6,498.1,384.9,283.7,141.8,84.7,48.7,
