AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,15.5,12.0,12.7,9.0,4.3,30.3,69.3,59.5,34.2
Cash_from_Operations,662.7,93.8,-80.5,505.2,515.5,415.2,376.7,359.2,417.9
Diluted_EPS,1.914,-6.918,1.605,1.433,1.097,1.041,1.005,0.785,0.8690000000000001
Goodwill_Intangibles,132.5,109.0,1921.0,1980.6,3758.6,1967.5,1965.1,3746.4,1588.8
LT_Debt,387.5,1115.0,1269.9,1141.4,1180.1,1215.5,1245.5,1357.3,440.7
Net_Income,420.3,-1523.4,354.1,316.2,242.3,229.9,222.2,147.2,97.5
Revenue,962.0,1012.6,1131.1,1067.1,943.9,904.2,929.9,822.5,442.8
Shares_Diluted,219.581,220.218,220.65,220.737,220.836,220.908,221.045,187.544,112.176
Total_Assets,30640.9,29235.2,28846.8,26939.8,25680.4,24813.1,23406.4,22609.9,11636.1
Total_Liabilities,27891.7,26530.6,24532.9,22883.3,21711.1,20896.3,19557.0,18832.3,9908.7
