AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,85.6,138.8,104.4,108.5,172.1,207.6,223.6,216.6
Cash_from_Operations,149.8,139.3,203.5,217.9,127.2,666.0,722.7,694.8
Diluted_EPS,1.362,-1.309,-0.156,-0.49,-7.084,2.206,1.773,3.4530000000000003
Goodwill_Intangibles,479.4,493.3,666.7,731.8,773.9,3082.4,2130.3,1752.2
LT_Debt,1442.0,1747.2,1875.3,2098.9,2379.2,2186.8,3429.1,3587.0
Net_Income,98.5,-93.2,-11.0,-34.4,-495.9,151.1,117.4,211.2
Revenue,4766.3,5473.2,5702.4,6939.6,6833.0,6880.7,7172.7,10480.3
Shares_Diluted,72.3,71.2,70.6,70.2,70.0,68.5,66.2,61.1667
Total_Assets,3130.9,3330.1,3640.8,3904.5,4268.8,7279.3,7639.3,7238.2
Total_Liabilities,3388.6,3713.8,3900.9,4122.1,4374.5,6596.6,7045.5,6606.4
