AAII_YR_DATA,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,3448.6,3721.7,4009.8,4278.3,4127.4,4680.4,4732.4
Cash_from_Operations,12505.9,11540.0,14221.7,12454.8,11474.7,9138.7,9496.1
Diluted_EPS,1.707,1.782,2.033,1.662,1.341,0.964,1.064
Goodwill_Intangibles,6519.2,6089.6,14177.9,7969.2,8149.1,8566.0,8810.7
LT_Debt,2137.4,505.0,499.4,1518.8,2089.7,2091.6,2093.5
Net_Income,5613.6,6297.8,7388.9,6192.6,5204.1,3891.8,4410.3
Revenue,44140.7,45939.7,45193.9,43507.4,42962.0,41598.4,42336.8
Shares_Diluted,3287.746,3533.82,3690.843,3726.267,3880.823,4038.192,4146.76
Total_Assets,71515.9,69661.8,72645.4,70729.7,68461.9,67818.8,71251.2
Total_Liabilities,21694.1,18682.9,18883.5,18244.0,18143.6,16761.9,17695.7
