AAII_YR_DATA,12/31/2022,12/31/2021,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015
Capital_Expenditures,5.8,,,,,,,0.0,0.0
Cash_from_Operations,-0.6,-1.4,-1.6,-3.6,-3.7,-2.9,-1.4,-1.7,-2.5
Diluted_EPS,-0.016,-0.034,-0.017,-0.085,-0.61,-0.186,-0.384,-0.019,-0.575
Goodwill_Intangibles,0.8,,,,,,,0.0,0.0
LT_Debt,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-1.1,-1.7,-0.9,-4.4,-20.1,-4.3,-5.2,-0.1,-4.0
Revenue,4.8,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2
Shares_Diluted,68.1122,50.9683,50.8401,51.5414,33.0013,23.121,13.5911,7.542,7.0422
Total_Assets,8.2,0.1,0.9,2.6,6.1,0.7,1.2,0.1,0.5
Total_Liabilities,5.3,0.4,0.0,1.3,1.1,0.4,0.8,0.7,1.5
