AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,15.0,6.0,38.7,20.5,20.2,2.3,1.2,0.8,1.3
Cash_from_Operations,-33.1,-1.8,-25.1,20.9,-0.3,-7.6,3.2,6.8,-0.6
Diluted_EPS,3.784,-2.525,2.743,0.438,0.741,-1.008,1.24,0.696,0.402
Goodwill_Intangibles,23.4,4.2,5.0,5.2,5.7,5.8,1.4,,
LT_Debt,129.3,81.9,43.1,32.9,38.9,18.4,0.0,5.0,0.0
Net_Income,10.9,-7.3,7.7,1.3,2.3,-3.2,4.4,2.5,1.5
Revenue,177.1,175.1,236.8,215.5,194.5,148.5,148.2,112.2,100.8
Shares_Diluted,2.888,2.882,2.791,3.06,3.0715,3.1878,3.5588,3.5699,3.6496
Total_Assets,207.6,140.8,151.4,115.1,97.1,65.3,52.2,43.5,37.2
Total_Liabilities,183.0,127.0,127.4,90.8,72.0,42.4,17.9,13.7,9.9
