AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013
Capital_Expenditures,2.2,3.2,1.4,2.1,1.5,1.9,3.0,1.5,0.5,0.6
Cash_from_Operations,0.8,4.8,4.7,5.1,6.0,4.1,0.9,-0.9,-4.6,1.0
Diluted_EPS,-0.635,0.286,-0.01,-0.229,-0.506,-0.454,-0.826,-0.558,-0.8809999999999999,-3.924
Goodwill_Intangibles,23.7,29.0,29.4,30.1,31.3,32.9,33.5,33.7,51.7,15.4
LT_Debt,43.0,43.5,0.6,0.0,3.4,3.5,33.6,33.7,31.6,0.0
Net_Income,-7.4,3.4,-0.1,-2.6,-5.4,-4.7,-8.5,-5.7,-8.8,-19.0
Revenue,37.0,39.7,33.9,34.0,30.6,29.7,27.2,20.8,12.3,15.6
Shares_Diluted,11.6344,12.0366,11.4135,11.2134,10.7325,10.4089,10.2859,10.159,9.951,4.832
Total_Assets,44.7,53.5,47.7,49.4,48.4,49.1,52.3,54.0,57.9,26.7
Total_Liabilities,49.7,51.2,48.7,50.3,46.7,43.2,43.6,39.7,38.0,2.7
