AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,7.4,0.1,3.1,0.2,0.0,0.1,0.0
Cash_from_Operations,23.5,-10.0,-15.2,-6.8,-0.9,-0.6,-0.1
Diluted_EPS,0.894,-3.144,-2.888,-3.458,-23.092,-9.248,-10.487
Goodwill_Intangibles,28.0,28.9,29.9,5.9,0.3,,
LT_Debt,33.3,53.0,26.6,11.1,14.6,2.6,0.1
Net_Income,13.6,-47.8,-32.7,-6.6,-9.2,-2.9,-0.4
Revenue,304.0,229.3,179.1,25.6,2.1,0.5,0.0
Shares_Diluted,15.2131,15.2128,11.335,1.9071,0.3967,0.3172,0.0386
Total_Assets,126.5,142.3,111.7,22.7,9.3,1.3,0.0
Total_Liabilities,168.6,201.4,122.9,32.7,22.1,5.3,0.7
