AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,26.0,16.1,12.8,8.3,7.6,8.7,11.7,3.8,5.6
Cash_from_Operations,-33.5,-24.6,-20.3,-12.6,-8.6,-14.3,-32.6,0.8,-7.5
Diluted_EPS,-1.617,-1.586,-2.07,-2.183,-2.585,-3.851,-4.985,-2.231,-2.3409999999999997
Goodwill_Intangibles,126.7,13.9,19.2,28.7,35.2,41.8,39.6,46.9,55.1
LT_Debt,0.0,5.1,0.0,0.0,0.0,3.8,0.3,0.0,0.0
Net_Income,-54.3,-43.2,-39.3,-33.5,-32.1,-43.2,-55.5,-24.5,-25.7
Revenue,191.5,154.3,159.1,143.4,131.8,128.9,133.2,138.7,146.6
Shares_Diluted,33.604,27.222,18.977,15.358,12.426,11.222,11.139,11.0,11.0
Total_Assets,377.3,214.4,141.7,172.3,134.5,147.2,176.4,139.6,153.5
Total_Liabilities,64.9,42.7,32.0,30.3,28.8,36.2,29.1,48.4,42.0
