AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.5,0.6,0.8,2.4,0.6,0.4,0.2,0.2
Cash_from_Operations,-7.8,5.6,-0.3,2.4,-3.9,-0.4,-0.3,0.4
Diluted_EPS,-0.113,0.12,0.0,-0.059,-0.09,0.008,-0.015,0.001
Goodwill_Intangibles,7.2,7.2,7.8,8.5,11.4,3.9,4.3,1.8
LT_Debt,0.4,0.0,2.0,0.3,0.3,0.3,1.1,0.6
Net_Income,-2.2,2.3,0.0,-0.9,-1.1,0.1,-0.2,0.0
Revenue,72.4,62.0,51.9,58.3,37.0,27.5,18.9,14.2
Shares_Diluted,19.7307,19.5037,16.5122,15.1486,12.5865,12.3439,12.3439,12.3439
Total_Assets,56.4,51.6,39.1,39.8,36.1,16.9,14.3,9.3
Total_Liabilities,12.0,9.6,9.8,11.0,9.5,10.7,8.5,5.2
