AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.2,5.1,0.3,0.0,0.0,0.0,0.0,0.1
Cash_from_Operations,-8.8,-7.1,-6.0,-4.8,-5.2,-3.2,-2.7,-0.5
Diluted_EPS,-0.619,-0.558,-1.114,-0.978,-0.82,-0.684,-0.557,
Goodwill_Intangibles,8.1,0.1,0.1,0.2,0.3,0.4,0.6,0.7
LT_Debt,29.6,34.9,36.0,15.2,7.5,1.7,1.9,0.0
Net_Income,-12.3,-8.8,-15.2,-8.4,-6.7,-5.0,-3.7,
Revenue,5.9,4.2,3.4,2.4,2.2,1.5,1.5,
Shares_Diluted,19.9354,15.6687,13.6163,8.5412,8.2297,7.3163,6.6375,7.5
Total_Assets,56.7,56.5,55.3,10.5,2.6,2.0,1.9,2.4
Total_Liabilities,53.7,53.8,51.1,20.9,14.0,7.5,5.1,2.7
