AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,06/30/2017,06/30/2016,06/30/2015,06/30/2014
Capital_Expenditures,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Cash_from_Operations,-1.8,0.1,-0.3,-1.0,-0.9,-1.1,-0.7,-0.3
Diluted_EPS,-0.002,-0.062,-0.023,-0.02,-0.016,-0.071,-0.004,-0.024
Goodwill_Intangibles,0.0,0.7,8.4,9.5,1.4,1.6,0.0,
LT_Debt,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0
Net_Income,-1.4,-10.3,-3.1,-2.6,-2.1,-7.6,-0.4,-2.4
Revenue,9.7,9.2,11.8,4.5,2.9,2.1,0.6,1.0
Shares_Diluted,579.8565,166.0556,134.8239,130.2528,130.2528,106.2556,104.3639,100.385
Total_Assets,0.6,2.8,9.8,11.3,1.9,2.2,0.2,0.2
Total_Liabilities,5.4,7.9,5.7,4.7,2.9,1.6,3.0,2.8
