AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,,0.0,0.0,0.0,0.1,0.2,0.4
Cash_from_Operations,-24.5,-24.6,-33.8,-44.5,-51.9,-55.3,-28.2
Diluted_EPS,-7.175,32.876,-56.633,-50.362,-38.271,-57.017,-40.92
Goodwill_Intangibles,82.7,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Net_Income,-23.4,96.9,-112.7,-84.6,-59.9,-66.0,-38.4
Revenue,,0.0,0.0,1.4,0.7,0.9,16.2
Shares_Diluted,3.2556,2.9486,1.9894,1.679,1.5647,1.1573,0.9382
Total_Assets,101.1,34.9,42.4,47.5,73.0,118.4,113.2
Total_Liabilities,62.2,5.4,133.6,58.7,9.0,10.7,9.9
