AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,7.3,8.1,5.8,6.6,6.2,3.5,4.3,4.3
Cash_from_Operations,12.4,15.8,9.9,10.8,19.7,11.4,8.1,16.8
Diluted_EPS,-0.438,0.046,-0.077,0.107,0.322,0.137,0.253,0.5710000000000001
Goodwill_Intangibles,487.1,344.4,348.9,367.7,144.9,31.3,32.6,33.3
LT_Debt,295.8,220.0,221.7,225.1,67.0,0.0,0.0,0.0
Net_Income,-16.6,1.7,-2.8,3.6,10.6,3.9,7.2,15.8
Revenue,253.2,276.2,262.8,189.7,180.4,145.9,144.6,140.8
Shares_Diluted,37.861,37.118,36.412,34.163,32.822,28.542,28.313,27.698
Total_Assets,789.4,605.7,571.1,589.7,316.1,181.2,176.2,174.7
Total_Liabilities,460.7,320.0,296.0,312.6,107.2,25.9,27.5,29.9
