AAII_YR_DATA,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,08/31/2014,08/31/2013
Capital_Expenditures,0.0,0.0,0.0,0.0,0.4,0.3,0.4,0.3,0.3,0.0
Cash_from_Operations,-12.3,-13.7,-5.0,-4.8,-4.6,-4.7,-4.5,-4.4,-4.3,-2.8
Diluted_EPS,-1.053,-1.105,-0.739,-0.551,-1.756,-20.639,-23.916,-2.501,-7.791,-117.957
Goodwill_Intangibles,2.3,2.4,2.5,,,,,,0.0,0.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-17.5,-13.3,-6.4,-2.8,-5.0,-5.0,-5.0,-2.8,-8.4,-14.5
Revenue,,0.0,0.3,0.4,0.2,0.2,1.3,0.8,0.4,0.5
Shares_Diluted,16.662,12.0778,8.6072,5.0363,2.8694,0.2437,0.2102,1.1367,1.0832,0.1229
Total_Assets,11.6,14.6,10.8,5.7,11.8,7.7,12.9,10.4,14.5,8.5
Total_Liabilities,2.2,1.5,1.7,0.5,0.5,0.3,0.6,2.4,6.8,10.7
