AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,108.4,152.0,0.6,0.2,8.9,0.4,0.1
Cash_from_Operations,26.5,-61.7,-11.2,-10.2,-10.4,-4.1,-0.4
Diluted_EPS,-220.767,-131.085,,,,,
Goodwill_Intangibles,62.7,14.1,14.0,11.3,12.8,6.5,
LT_Debt,102.9,55.5,0.8,0.9,0.6,0.7,0.0
Net_Income,-182.2,-24.2,-32.7,-32.9,-32.3,-11.3,-1.1
Revenue,134.3,52.4,23.9,22.4,27.2,10.2,7.6
Shares_Diluted,0.8253,0.1846,0.032,0.0048,,,
Total_Assets,561.5,490.3,75.6,42.8,49.4,30.5,5.5
Total_Liabilities,355.0,263.4,27.3,35.8,31.4,12.5,1.9
