AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,3.3,0.0,0.3,0.2,0.0,0.0,0.1
Cash_from_Operations,-4.3,-0.9,-0.3,-0.4,-0.4,-0.1,0.1
Diluted_EPS,-0.377,-0.037,-1.79,-0.932,-0.73,0.013,-2.476
Goodwill_Intangibles,0.1,0.0,,1.4,1.5,,0.0
LT_Debt,0.0,0.0,0.0,0.9,0.4,0.0,0.0
Net_Income,-15.9,-1.0,-1.4,-0.7,-0.6,0.0,-0.7
Revenue,,0.0,0.0,0.0,7.5,6.4,5.0
Shares_Diluted,42.1257,26.4353,0.7884,0.7645,0.7586,0.6703,0.2854
Total_Assets,4.3,0.4,0.3,3.5,3.5,1.5,1.4
Total_Liabilities,0.2,0.6,0.7,2.6,1.9,0.9,0.9
