AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1.5,1.5,1.1,1.0,0.6,1.5,2.1,0.3
Cash_from_Operations,5.3,5.3,11.8,-0.7,4.0,1.6,3.4,2.5
Diluted_EPS,-2.291,0.467,1.187,-0.914,0.946,-0.278,1.002,0.778
Goodwill_Intangibles,1.9,27.5,28.3,29.1,6.8,6.3,3.7,4.0
LT_Debt,228.8,7.0,6.9,13.2,11.2,9.3,8.7,10.0
Net_Income,-21.2,4.3,10.9,-4.8,3.1,-0.8,2.7,1.5
Revenue,46.0,49.5,51.9,29.6,20.3,17.1,17.8,13.6
Shares_Diluted,9.2585,9.1818,9.1483,5.2605,3.2419,2.7106,2.7159,1.8814
Total_Assets,1357.6,1080.0,1137.6,1163.6,543.0,549.4,436.1,432.9
Total_Liabilities,1260.1,961.8,1023.7,1057.4,501.1,507.1,397.9,396.7
