AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,73.9,52.2,354.4,236.5,558.8,490.4,450.0,465.6
Cash_from_Operations,90.0,94.2,106.0,124.7,118.2,133.2,195.6,340.3
Diluted_EPS,-0.075,-0.141,0.526,1.1,0.798,2.957,0.04,5.542000000000002
Goodwill_Intangibles,81.0,95.7,116.4,108.0,115.4,72.3,55.9,89.7
LT_Debt,533.4,555.8,573.9,561.8,667.9,670.7,1094.7,1991.6
Net_Income,-5.4,-10.2,38.4,83.8,61.8,252.7,3.4,486.6
Revenue,212.0,197.8,226.5,242.7,251.8,242.7,257.6,282.7
Shares_Diluted,71.0729,71.9882,72.9384,76.2065,77.46,85.4638,86.1831,87.8065
Total_Assets,2212.4,2407.3,2507.2,2536.0,2698.6,2786.8,4204.9,7497.3
Total_Liabilities,640.9,668.5,687.6,683.7,792.9,837.2,2056.2,3504.3
