AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,199.3,135.0,110.6,288.2,434.6,502.1,220.4,290.2
Cash_from_Operations,183.2,231.5,204.2,247.5,266.1,266.7,254.0,239.6
Diluted_EPS,0.067,0.15,0.354,1.027,0.662,0.487,0.142,0.018000000000000002
Goodwill_Intangibles,66.8,79.8,97.1,122.6,142.0,138.8,125.5,129.6
LT_Debt,1745.1,1624.9,1622.0,1746.1,1997.9,2166.2,2318.7,2299.6
Net_Income,14.3,32.0,77.3,237.1,156.9,115.2,33.6,9.9
Revenue,430.0,481.7,482.5,538.1,583.1,604.0,600.6,551.5
Shares_Diluted,213.331,213.198,218.231,230.927,236.951,236.382,236.184,234.13400000000001
Total_Assets,3637.2,3586.4,3647.5,3918.3,4453.0,4621.3,4788.0,4877.6
Total_Liabilities,2059.6,1953.9,1900.9,2032.6,2300.9,2465.9,2600.1,2570.2
