AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,4.0,4.6,20.6,1.4,0.8,,
Cash_from_Operations,146.8,178.8,131.3,83.3,45.3,,
Diluted_EPS,-0.08,-0.062,-1.069,0.172,0.114,0.075,0.023
Goodwill_Intangibles,602.1,463.5,317.8,262.7,238.7,,
LT_Debt,651.8,655.9,659.9,663.9,716.8,0.0,0.0
Net_Income,-32.8,-25.3,-293.6,66.0,43.8,28.8,8.9
Revenue,766.6,745.4,550.7,388.2,249.5,157.2,99.4
Shares_Diluted,412.858,409.981,274.696,383.2225,383.2225,383.2225,383.2225
Total_Assets,1604.6,1607.6,1470.1,386.8,314.8,,
Total_Liabilities,789.8,775.9,758.8,737.4,740.2,,
