AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1681.0,1665.0,1788.0,1994.0,1752.0,1379.0,1278.0,1618.0,2153.0,2121.0
Cash_from_Operations,12574.0,5859.0,948.0,5531.0,4371.0,5482.0,4820.0,5611.0,4241.0,5564.0
Diluted_EPS,29.003,2.27,-3.504,5.833,7.273,9.124,4.918,7.974,6.845,4.96
Goodwill_Intangibles,260.0,478.0,508.0,543.0,,,,,,156.0
LT_Debt,10526.0,12606.0,13954.0,9178.0,8871.0,8750.0,7886.0,7208.0,5780.0,6261.0
Net_Income,11485.0,924.0,-1426.0,2415.0,3113.0,4051.0,2282.0,3987.0,3628.0,2718.0
Revenue,176383.0,113977.0,64912.0,108324.0,117033.0,93980.0,75659.0,87804.0,130844.0,138074.0
Shares_Diluted,396.0,407.0,407.0,414.0,428.0,444.0,464.0,500.0,530.0,548.0
Total_Assets,60982.0,57888.0,51774.0,53864.0,50155.0,50158.0,46173.0,44227.0,45550.0,47260.0
Total_Liabilities,37421.0,39458.0,32973.0,32061.0,28488.0,28167.0,26149.0,23700.0,24873.0,27800.0
