AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,696.0,567.0,410.0,335.0,436.0,553.0,593.0,691.0,757.0,670.0
Cash_from_Operations,2556.0,3325.0,3719.0,3133.0,3056.0,3054.0,3141.0,2949.0,3298.0,3204.0
Diluted_EPS,2.128,2.553,3.136,2.749,2.749,2.28,2.717,1.521,2.359,2.384
Goodwill_Intangibles,5272.0,5746.0,6718.0,6175.0,4167.0,3559.0,3420.0,4795.0,3720.0,3970.0
LT_Debt,8741.0,7194.0,7334.0,7333.0,6354.0,6566.0,6520.0,6246.0,5644.0,4749.0
Net_Income,1785.0,2166.0,2695.0,2367.0,2400.0,2024.0,2441.0,1384.0,2180.0,2241.0
Revenue,17967.0,17421.0,16471.0,15693.0,15544.0,15454.0,15195.0,16034.0,17277.0,17420.0
Shares_Diluted,838.8,848.3,859.3,861.1,873.0,887.8,898.4,909.7,924.3,939.9
Total_Assets,15731.0,15040.0,15920.0,15034.0,12161.0,12676.0,12123.0,11935.0,13459.0,13985.0
Total_Liabilities,15330.0,14431.0,15177.0,14917.0,12263.0,12736.0,12366.0,12234.0,12314.0,11680.0
