AAII_YR_DATA,03/31/2022,03/31/2021,03/31/2020,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014
Capital_Expenditures,1.2,0.7,0.3,0.6,0.4,0.3,0.8,1.1,2.8
Cash_from_Operations,-2.0,2.0,1.2,0.0,2.8,3.1,3.9,2.6,0.2
Diluted_EPS,-0.568,0.344,0.083,-0.098,0.001,0.526,0.555,0.212,-0.042
Goodwill_Intangibles,1.6,1.8,1.9,2.3,2.8,2.8,3.3,4.1,4.4
LT_Debt,2.9,2.8,2.4,0.0,0.0,0.1,0.3,0.4,0.1
Net_Income,-2.8,1.8,0.4,-0.5,0.0,2.8,2.9,1.1,-0.2
Revenue,14.8,15.6,13.1,10.0,11.5,19.0,25.4,28.9,31.3
Shares_Diluted,4.8572,5.1453,4.8167,4.7032,5.2909,5.3164,5.1734,5.2469,5.2469
Total_Assets,23.8,26.4,24.2,22.5,24.8,21.0,23.0,25.8,32.1
Total_Liabilities,8.4,9.0,9.4,7.3,7.7,5.4,8.4,13.9,21.5
