AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1540.8,947.6,738.5,854.1,995.7,526.9,638.4,725.1,808.6,493.4
Cash_from_Operations,1776.9,1223.9,1122.9,1098.3,1087.8,855.2,854.1,873.3,646.8,574.4
Diluted_EPS,9.208,7.137,4.74,4.767,4.434,6.18,3.812,3.66,3.164,2.867
Goodwill_Intangibles,236.4,191.1,212.1,202.8,105.2,113.5,,,,
LT_Debt,1261.7,945.3,1305.4,1295.7,898.4,1085.6,986.3,998.0,683.5,458.4
Net_Income,969.4,760.8,506.0,516.3,489.6,686.3,432.1,427.2,374.8,342.4
Revenue,14814.0,12168.3,9636.6,9165.3,8614.9,7189.6,6555.5,6187.6,6165.4,5584.6
Shares_Diluted,105.276,106.593,106.766,108.307,110.428,111.049,113.361,116.728,118.445,119.404
Total_Assets,7786.6,6794.3,5928.3,5470.9,5091.6,4465.3,3829.0,3629.5,3378.5,2819.4
Total_Liabilities,4119.8,3676.5,3328.2,3203.8,2990.3,2626.0,2414.9,2329.2,2174.0,1807.0
