AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019
Capital_Expenditures,3.2,4.9,4.4,0.0
Cash_from_Operations,28.9,-1.9,-10.7,
Diluted_EPS,0.336,0.25,-0.246,
Goodwill_Intangibles,61.9,19.4,17.3,0.0
LT_Debt,7.2,8.2,6.1,0.0
Net_Income,34.6,23.7,-14.4,
Revenue,440.5,318.7,94.1,0.0
Shares_Diluted,102.9758,94.8636,58.3702,
Total_Assets,393.3,309.6,100.2,
Total_Liabilities,120.0,90.0,45.2,
