AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.1,0.6,0.1,0.7,0.5,0.1,0.0,0.0,0.0,
Cash_from_Operations,-14.9,-7.1,-11.5,-4.8,-1.6,-8.8,-2.1,-0.5,6.5,0.8
Diluted_EPS,-33.164,-23.739,1.542,-6.213,-17.023,-12.147,-1.196,-0.532,0.48,0.023
Goodwill_Intangibles,0.7,0.5,0.2,0.3,0.3,0.0,,,,
LT_Debt,3.1,12.9,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Net_Income,-63.9,-15.6,0.8,-3.3,-9.1,-6.2,-0.6,-6.7,6.0,0.2
Revenue,50.3,56.2,55.4,39.7,37.1,30.0,6.8,0.5,7.6,0.9
Shares_Diluted,1.9282,0.6569,0.5323,0.5309,0.5323,0.5112,0.5026,12.5616,12.5803,10.6745
Total_Assets,68.0,49.4,43.8,23.9,20.7,10.7,3.1,0.7,7.2,0.9
Total_Liabilities,28.4,45.0,48.0,30.3,24.0,13.7,4.9,1.9,1.8,0.9
