AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,81.0,86.0,116.0,106.0,119.0,109.0,134.0,163.0,130.0
Cash_from_Operations,666.0,999.0,1066.0,1058.0,1310.0,1296.0,1209.0,1093.0,901.0
Diluted_EPS,2.672,-0.017,-1.167,-2.002,1.198,1.39,1.537,0.999,1.943
Goodwill_Intangibles,9061.0,9343.0,10874.0,12011.0,13572.0,12581.0,12555.0,12386.0,12465.0
LT_Debt,5591.0,6684.0,7395.0,8280.0,8357.0,7738.0,7028.0,6419.0,6492.0
Net_Income,963.0,-6.0,-415.0,-712.0,429.0,502.0,570.0,384.0,740.0
Revenue,3500.0,3361.0,3441.0,6515.0,6572.0,6309.0,6172.0,6288.0,5703.0
Shares_Diluted,360.4505,356.8606,355.7319,355.6016,358.0524,362.1671,370.9578,384.3715,380.92800000000005
Total_Assets,10820.0,14135.0,14319.0,15179.0,16866.0,15730.0,15303.0,15326.0,15530.0
Total_Liabilities,7506.0,12084.0,12124.0,12332.0,12621.0,11628.0,10870.0,10270.0,9801.0
