AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,0.2,0.3,0.5,0.0,0.1,0.3,1.1
Cash_from_Operations,55.1,75.3,47.1,57.5,37.5,48.5,54.9
Diluted_EPS,0.283,0.275,-0.255,-0.083,0.231,0.2,0.193
Goodwill_Intangibles,689.4,687.1,687.1,689.1,689.1,13.9,11.8
LT_Debt,262.0,318.6,166.6,176.0,194.6,0.0,0.0
Net_Income,45.0,44.3,-37.9,-12.6,36.6,27.2,26.2
Revenue,301.3,304.3,249.9,266.5,274.1,228.3,218.9
Shares_Diluted,158.914,161.263,148.682,151.823,158.415,136.003,135.539
Total_Assets,1033.8,1037.9,896.7,935.2,937.5,255.0,249.8
Total_Liabilities,595.6,635.9,497.9,465.2,446.6,62.0,48.4
