AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,1.2,0.8,0.7,0.9,0.4,0.6,0.8,2.0,3.6
Cash_from_Operations,-23.7,-24.7,-19.5,-17.7,-15.2,-15.9,-11.7,-12.4,-8.9
Diluted_EPS,-0.646,-0.687,-0.83,-0.703,-0.806,-0.812,-0.77,-0.678,-0.579
Goodwill_Intangibles,14.1,15.2,16.1,17.1,,,,,0.0
LT_Debt,11.0,1.7,1.7,2.1,0.0,0.0,0.0,0.0,0.0
Net_Income,-26.6,-27.8,-23.4,-18.1,-20.8,-20.8,-19.6,-17.2,-14.5
Revenue,1.7,0.9,1.0,0.8,1.7,3.4,6.5,11.1,14.5
Shares_Diluted,41.2102,40.4333,28.1588,25.7543,25.7534,25.6733,25.4447,25.3783,25.1006
Total_Assets,56.1,76.3,71.9,71.4,58.7,77.6,96.0,112.6,127.6
Total_Liabilities,28.2,22.7,25.9,21.2,8.6,8.2,8.7,8.8,11.5
