AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,853.7,877.5,1036.6,975.8,853.9,910.8,1182.2,1275.9
Cash_from_Operations,2703.5,2629.8,2409.8,2575.5,2358.4,2771.4,2591.8,2640.4
Diluted_EPS,1.562,1.533,1.66,1.817,1.873,1.999,1.804,1.873
Goodwill_Intangibles,3278.2,1708.3,1849.8,1992.8,1719.4,1831.7,1555.0,1557.1
LT_Debt,951.2,292.9,58.1,58.1,58.1,63.3,69.0,49.1
Net_Income,1213.0,1190.6,1289.1,1411.5,1454.8,1554.3,1402.0,1455.2
Revenue,7538.3,7535.1,7824.2,8261.0,8351.0,8416.5,8228.2,7995.3
Shares_Diluted,776.4555,776.5309,776.6509,776.7933,776.9369,777.5678,776.9786,776.9
Total_Assets,18386.6,17336.5,16966.5,16380.3,16235.4,16449.2,16219.8,15472.4
Total_Liabilities,4663.9,3679.9,3293.5,3131.4,2993.0,3060.2,2986.5,2837.0
