AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018
Capital_Expenditures,36.7,16.8,19.6,8.6,6.4
Cash_from_Operations,-268.6,-204.2,-62.1,-80.9,-32.8
Diluted_EPS,-2.13,-1.228,-0.901,-0.796,-0.563
Goodwill_Intangibles,,,,3.4,
LT_Debt,23.3,7.2,32.9,29.9,0.0
Net_Income,-360.8,-194.6,-125.7,-106.0,-74.8
Revenue,426.4,356.1,228.0,204.9,214.1
Shares_Diluted,169.4287,158.5369,139.5863,133.1366,132.8528
Total_Assets,1029.4,1372.7,724.1,465.1,
Total_Liabilities,419.1,385.8,240.0,177.1,
