AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,1545.0,1027.0,739.0,703.0,652.0,829.0,706.0,664.0,844.0,1363.0
Cash_from_Operations,1804.0,1268.0,1692.0,1047.0,857.0,997.0,1186.0,1139.0,1220.0,1246.0
Diluted_EPS,0.706,1.481,2.362,-0.029,0.319,-0.46,0.152,-0.208,-0.142,-5.68
Goodwill_Intangibles,106.0,122.0,131.0,123.0,123.0,138.0,145.0,161.0,225.0,267.0
LT_Debt,2067.0,1982.0,1905.0,1425.0,1911.0,2230.0,2144.0,2637.0,3498.0,3633.0
Net_Income,297.0,622.0,991.0,-12.0,133.0,-191.0,63.0,-85.0,-58.0,-2230.0
Revenue,4501.0,4029.0,4595.0,3525.0,3336.0,4510.0,4085.0,4015.0,4952.0,5172.0
Shares_Diluted,420.8699,420.0567,419.4815,418.3498,417.3794,415.4401,414.7064,409.6069,407.7291,407.7291
Total_Assets,8072.0,8000.0,7705.0,6863.0,6643.0,7219.0,7153.0,7284.0,9134.0,9674.0
Total_Liabilities,3972.0,3958.0,3977.0,4223.0,3991.0,4556.0,4438.0,4854.0,6289.0,6595.0
