AAII_YR_DATA,03/31/2022,03/31/2021,07/31/2020,03/31/2020,07/31/2019,03/31/2019,07/31/2018
Capital_Expenditures,4.3,0.0,0.0,0.1,0.0,2.4,0.0
Cash_from_Operations,-42.6,-39.4,-1.0,-22.3,-0.4,-19.5,0.0
Diluted_EPS,-1.846,-4.765,-0.114,-1.547,-0.114,0.45,-0.003
Goodwill_Intangibles,1.2,14.8,0.0,10.7,0.0,0.0,0.0
LT_Debt,6.8,0.1,0.0,0.9,0.0,3.1,0.0
Net_Income,-75.0,-125.3,-0.8,-57.7,-0.4,16.8,0.0
Revenue,5.3,0.3,,0.5,0.0,1.0,0.0
Shares_Diluted,40.6164,26.301,7.4275,37.3174,3.2898,37.3174,6.4713
Total_Assets,61.3,101.5,59.3,21.2,57.8,21.5,0.2
Total_Liabilities,57.2,39.7,4.5,24.9,2.1,17.5,0.2
