AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017
Capital_Expenditures,0.8,3.6,1.1,1.8,0.6,
Cash_from_Operations,-862.8,-606.8,-398.5,151.6,-53.8,
Diluted_EPS,-13.048,-7.993,-13.399,-4.692,-1.994,-1.141
Goodwill_Intangibles,174.9,171.7,167.3,85.3,0.1,
LT_Debt,9.0,8.0,6.2,5.1,0.0,0.0
Net_Income,-709.6,-408.3,-608.5,-181.2,-66.6,-28.1
Revenue,410.7,497.3,41.2,78.5,21.5,36.4
Shares_Diluted,54.3814,51.0758,45.4104,38.6191,33.4194,24.6095
Total_Assets,3134.3,2850.3,2279.4,1610.2,578.5,
Total_Liabilities,320.6,316.1,605.4,429.8,40.1,
