AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,358.0,354.0,324.0,353.0,352.0,356.0,196.0,171.0
Cash_from_Operations,219.0,953.0,2294.0,1230.0,3464.0,2439.0,1685.0,1394.0
Diluted_EPS,1.609,6.868,3.919,5.361,5.564,3.587,2.815,2.89
Goodwill_Intangibles,19193.0,19356.0,19438.0,19535.0,19469.0,7557.0,7497.0,11995.0
LT_Debt,15607.0,17698.0,19717.0,18002.0,18100.0,9464.0,8902.0,8226.0
Net_Income,1046.0,4498.8,2422.0,3308.0,3455.0,2321.0,1261.0,1413.0
Revenue,30154.0,28586.0,25285.0,26998.0,26425.0,26535.0,13166.0,12671.0
Shares_Diluted,650.0,655.0,618.0,617.0,621.0,647.0,448.0,489.0
Total_Assets,58393.0,58620.0,52663.0,49585.0,44497.0,20843.0,24238.0,23765.0
Total_Liabilities,35357.0,36218.0,37292.0,36378.0,34048.0,18865.0,20549.0,18202.0
