AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,10.6,6.6,5.6,14.3,10.0,8.6,8.5,15.0
Cash_from_Operations,-49.2,67.4,57.2,78.4,62.2,73.3,75.3,63.6
Diluted_EPS,1.854,3.009,-0.041,1.196,1.079,1.013,0.555,0.354
Goodwill_Intangibles,19.5,19.5,19.5,19.5,19.2,19.2,19.2,
LT_Debt,152.7,123.1,122.8,92.2,118.1,118.1,118.1,118.1
Net_Income,63.3,112.9,-1.7,51.3,45.8,43.1,23.6,15.0
Revenue,338.8,247.8,260.6,313.0,309.4,273.3,238.8,208.2
Shares_Diluted,34.1426,37.528,41.737,42.939,42.487,42.4885,42.4885,42.4885
Total_Assets,9127.8,7638.4,7770.9,7985.4,8124.3,8436.8,8434.3,8162.8
Total_Liabilities,8420.0,6803.9,6987.5,7150.7,7376.9,7683.3,7729.5,
