AAII_YR_DATA,12/31/2018,12/31/2017,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
Capital_Expenditures,0.0,0.0,0.3,0.4,2.8,0.7,0.9
Cash_from_Operations,0.0,-0.2,1.6,0.4,3.7,2.0,3.8
Diluted_EPS,-0.06,-0.092,-0.754,0.924,0.544,0.588,0.234
Goodwill_Intangibles,,,0.2,3.8,1.6,0.6,0.6
LT_Debt,0.0,0.0,8.2,9.6,4.8,5.8,5.2
Net_Income,-0.7,-1.1,-8.7,8.0,3.5,3.8,1.5
Revenue,1.7,1.6,5.0,12.4,15.9,11.5,10.5
Shares_Diluted,11.5196,11.5196,11.5196,8.6324,6.39,6.4145,6.3211
Total_Assets,2.1,2.7,21.8,33.6,15.2,12.6,8.1
Total_Liabilities,8.8,8.8,9.4,12.5,10.7,12.1,11.6
