AAII_YR_DATA,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,158.9,130.7,134.2,166.6,345.4,1448.9
Cash_from_Operations,219.2,117.5,106.8,128.1,114.4,-23.0
Diluted_EPS,0.011,-0.025,0.067,0.057,-0.752,-0.553
Goodwill_Intangibles,230.0,235.6,254.8,255.6,276.1,450.0
LT_Debt,838.9,823.8,714.2,629.8,541.0,343.6
Net_Income,2.2,-5.0,13.3,11.2,-146.0,-101.3
Revenue,1244.3,1223.1,1135.3,1054.3,989.6,160.5
Shares_Diluted,194.1688,196.3429,199.9539,198.2347,194.1999,183.2346
Total_Assets,3234.9,3172.3,2889.1,2800.5,2794.5,2526.2
Total_Liabilities,2368.8,2271.7,1828.6,1612.6,1531.7,1034.1
