AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,79.9,64.8,32.1,27.7,34.5,22.5,15.4,8.0,6.5,8.7
Cash_from_Operations,411.7,252.1,160.2,192.4,200.0,99.9,97.1,65.6,45.7,22.4
Diluted_EPS,13.412,9.63,4.204,3.847,4.928,3.478,2.427,1.816,1.275,0.991
Goodwill_Intangibles,1349.5,1191.8,852.1,676.4,664.7,471.5,274.4,175.4,81.2,42.1
LT_Debt,1276.1,1279.0,810.9,670.4,621.8,338.1,256.8,193.1,101.1,55.0
Net_Income,328.2,224.9,97.1,89.6,119.8,85.7,55.6,42.2,30.7,24.0
Revenue,4881.9,4078.1,2486.6,2337.1,2263.1,1635.7,1221.9,920.3,735.7,594.9
Shares_Diluted,24.471,23.355,23.087,23.28,24.317,24.643,22.8958,23.2543,24.059,24.2683
Total_Assets,2782.5,2650.7,1753.4,1471.0,1231.2,866.6,535.0,381.6,255.6,174.2
Total_Liabilities,1827.3,1883.2,1194.0,973.5,822.5,496.0,349.5,253.0,152.8,91.9
