AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014
Capital_Expenditures,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,
Cash_from_Operations,-3.0,-1.2,-0.5,-0.9,-1.0,-0.5,-0.5,-0.4,-0.6
Diluted_EPS,-1.027,-0.515,-0.534,-0.595,-0.563,-0.409,-0.477,-0.389,0.14
Goodwill_Intangibles,32.8,37.3,0.2,0.1,0.1,0.2,0.2,0.1,0.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Net_Income,-14.0,-3.9,-1.5,-1.6,-1.3,-0.6,-0.7,-0.5,2.8
Revenue,3.5,0.6,0.0,0.0,0.1,0.3,0.0,0.0,0.0
Shares_Diluted,13.6373,7.5513,2.7155,2.6599,2.3764,1.511,1.4038,1.3431,20.1448
Total_Assets,37.1,40.8,0.3,0.6,1.5,2.3,0.5,0.1,0.4
Total_Liabilities,2.5,30.6,1.1,0.8,0.7,1.8,1.3,0.6,0.5
