AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Capital_Expenditures,191.6,125.8,58.7,74.6,,,
Cash_from_Operations,229.2,173.4,101.8,70.1,79.8,43.5,35.9
Diluted_EPS,0.345,-0.079,0.206,0.003,0.049,0.078,0.02
Goodwill_Intangibles,1233.4,1190.0,864.4,865.1,690.4,541.9,452.2
LT_Debt,910.6,911.7,1070.7,1028.2,737.6,616.0,520.8
Net_Income,112.9,-22.0,60.4,0.9,14.3,22.9,5.8
Revenue,876.5,758.4,574.9,629.5,524.4,453.1,364.1
Shares_Diluted,327.5604,280.2156,293.6654,293.6654,293.6654,293.6654,293.6654
Total_Assets,2686.2,2448.1,1948.5,1150.1,1052.4,861.4,737.3
Total_Liabilities,1885.1,1791.0,1931.8,1213.7,924.7,749.6,652.1
