AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,11.1,7.6,4.9,1.2,1.8,1.3,2.0,0.2
Cash_from_Operations,-11.8,-5.3,-4.1,-3.7,-4.5,3.2,-0.8,2.0
Diluted_EPS,-0.509,-0.46,-1.538,-3.062,-3.918,0.424,0.907,0.81
Goodwill_Intangibles,0.8,1.3,0.0,9.0,12.8,17.2,18.3,17.8
LT_Debt,0.0,0.9,1.5,0.3,2.2,0.0,0.0,0.0
Net_Income,-8.3,-3.8,-6.6,-10.3,-10.5,1.1,2.4,1.6
Revenue,0.7,0.1,1.2,0.9,0.9,3.8,9.2,4.3
Shares_Diluted,16.3838,8.2924,4.3114,3.3774,2.6925,2.6436,2.6434,1.9919
Total_Assets,38.0,16.6,8.6,13.2,17.2,23.7,28.7,25.3
Total_Liabilities,10.7,8.8,7.5,14.3,8.1,13.5,19.2,17.8
