AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1
Cash_from_Operations,-12.5,-9.1,-10.6,-8.9,-9.8,-4.5,-3.1,-3.5
Diluted_EPS,-0.454,-0.466,-0.609,-0.889,-0.899,-0.986,-0.101,-0.36
Goodwill_Intangibles,,,0.6,0.6,0.7,0.7,0.7,0.7
LT_Debt,0.0,0.0,0.2,0.1,0.0,37.3,15.9,21.1
Net_Income,-13.1,-12.2,-11.2,-10.8,-10.3,-11.2,-1.2,-4.3
Revenue,0.1,0.6,0.4,0.2,0.5,,,
Shares_Diluted,28.8081,26.1338,18.4171,12.1467,11.4598,11.3617,11.8973,11.8973
Total_Assets,13.1,26.0,9.7,16.7,13.3,13.3,6.3,2.7
Total_Liabilities,1.4,3.4,2.2,4.8,3.2,44.8,31.5,28.4
