AAII_YR_DATA,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,123.3,111.3,88.2,73.6,66.6,61.9,65.9,47.5,40.0
Cash_from_Operations,722.2,655.0,312.8,183.1,222.9,165.5,234.2,225.2,98.5
Diluted_EPS,3.057,1.643,0.855,0.456,0.692,0.797,0.258,0.438,1.276
Goodwill_Intangibles,1858.3,1396.4,1373.7,1372.3,2066.9,1401.2,1404.8,1463.6,1509.7
LT_Debt,2278.5,1323.0,1502.6,1599.1,1680.7,1817.8,1273.3,1498.3,1796.9
Net_Income,624.5,348.8,189.5,100.5,151.4,190.6,64.5,108.9,78.6
Revenue,4930.8,3676.9,3106.0,2702.9,2700.6,3079.7,3154.6,2989.8,2464.3
Shares_Diluted,204.3,212.3,221.6,220.4,218.8,239.2,250.4,248.4,61.6
Total_Assets,4323.4,3308.6,3061.8,2715.4,2694.0,2698.8,2655.5,2582.7,2729.9
Total_Liabilities,4037.6,2805.0,2702.3,2500.8,2581.5,2743.7,2365.3,2380.0,2611.3
