AAII_YR_DATA,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
Capital_Expenditures,0.3,2.4,2.2,0.3,1.2,2.0,1.3
Cash_from_Operations,10.7,7.4,3.6,3.9,2.6,4.0,3.7
Diluted_EPS,0.538,0.296,-0.135,0.528,0.076,0.379,0.254
Goodwill_Intangibles,12.8,13.5,14.4,3.5,3.5,3.4,3.4
LT_Debt,31.0,6.9,6.9,6.9,6.8,0.0,0.0
Net_Income,7.1,3.9,-1.3,2.5,0.4,1.8,1.2
Revenue,50.4,43.8,33.7,17.9,16.3,14.1,13.4
Shares_Diluted,13.1119,13.1221,9.3992,4.7999,4.8053,4.8296,4.8193
Total_Assets,1131.9,1080.6,970.6,486.7,456.3,390.5,331.1
Total_Liabilities,1005.7,963.1,856.0,445.0,416.7,351.2,294.0
