AAII_YR_DATA,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015
Capital_Expenditures,2.4,,3.4,7.2,9.2,7.1,5.0,5.1
Cash_from_Operations,-82.3,-76.5,-29.2,-5.6,53.9,49.6,34.2,23.7
Diluted_EPS,-4.145,-78.007,-41.595,9.272,43.711,-16.683,17.369,-8.65
Goodwill_Intangibles,0.1,,119.7,124.1,125.9,95.9,97.5,99.8
LT_Debt,65.9,15.4,27.1,52.5,71.2,88.4,47.2,0.0
Net_Income,-799.0,-35.2,-18.8,21.0,20.3,-6.8,7.6,-3.8
Revenue,13.2,,135.8,216.8,180.3,137.4,100.8,76.7
Shares_Diluted,192.7747,0.4515,0.4513,2.2638,0.4635,0.4076,0.44,0.44
Total_Assets,156.7,4.3,343.9,397.1,323.3,277.3,212.6,193.4
Total_Liabilities,94.5,17.0,273.7,310.8,258.7,233.3,154.9,83.8
